0,1000000000,14
3,100000000,0
36,100000000,0
33,100000000,0
43,100000000,0
15,100000000,1
47,100000000,0
12,100000000,0
27,100000000,0
13,100000000,0
23,100000000,0
21,100000000,0
50,100000000,0
42,100000000,0
39,100000000,0
5,100000000,0
52,100000000,0
7,100000000,0
37,100000000,0
4,100000000,0
54,100000000,0
41,100000000,0
17,100000000,0
9,100000000,0
60,100000000,0
6,100000000,5
46,100000000,0
57,100000000,5
26,100000000,5
14,100000000,1
45,100000000,1
61,100000000,0
30,100000000,0
38,100000000,0
1,100000000,0
53,100000000,2
63,100000000,1
18,100000000,1
58,100000000,2
40,100000000,3
62,100000000,6
51,100000000,0
10,100000000,1
28,100000000,0
19,100000000,1
49,100000000,0
34,100000000,2
29,100000000,6
11,100000000,0
8,100000000,1
22,100000000,2
55,100000000,6
64,100000000,0
31,100000000,5
35,100000000,1
20,100000000,1
32,100000000,2
56,100000000,6
16,100000000,0
59,100000000,2
25,100000000,6
48,100000000,0
44,100000000,1
2,100000000,2
24,100000000,5
0,100000000,8
0,100000000,5
2,100000000,1
1,100000000,10
0,100000000,3
1,100000000,13
0,100000000,5
0,100000000,6
1,100000000,7
2,100000000,8
3,100000000,19
0,1000000000,14
0,1000000000,14
0,1000000000,14
0,100000000,4
1,100000000,3
0,200000000,4
1,200000000,7
0,400000000,5
1,400000000,5
0,4000000000,3
1,4000000000,12
0,4000000000,2
1,4000000000,11
0,2000000000,1
1,2000000000,6
0,200000000,4
1,200000000,7
0,20,0
1,20,0
0,2000000000,1
1,2000000000,6
0,200000000,4
1,200000000,7
0,100000000,4
1,100000000,3
0,100000000,9
1,100000000,1
0,100000000,3
1,100000000,13
1,1000000,2
0,1000000,2
3,100000000,0
36,100000000,0
33,100000000,0
43,100000000,0
15,100000000,1
47,100000000,0
12,100000000,0
27,100000000,0
13,100000000,0
23,100000000,0
21,100000000,0
50,100000000,0
42,100000000,0
39,100000000,0
5,100000000,0
52,100000000,0
7,100000000,0
37,100000000,0
4,100000000,0
54,100000000,0
41,100000000,0
17,100000000,0
9,100000000,0
60,100000000,0
6,100000000,5
46,100000000,0
57,100000000,5
26,100000000,5
14,100000000,1
45,100000000,1
61,100000000,0
30,100000000,0
38,100000000,0
1,100000000,0
53,100000000,2
63,100000000,1
18,100000000,1
58,100000000,2
40,100000000,3
62,100000000,6
51,100000000,0
10,100000000,1
28,100000000,0
19,100000000,1
49,100000000,0
34,100000000,2
29,100000000,6
11,100000000,0
8,100000000,1
22,100000000,2
55,100000000,6
64,100000000,0
31,100000000,5
35,100000000,1
20,100000000,1
32,100000000,2
56,100000000,6
16,100000000,0
59,100000000,2
25,100000000,6
48,100000000,0
44,100000000,1
2,100000000,2
24,100000000,5
0,100000000,8
0,100000000,3
1,100000000,13
0,100000000,3
1,100000000,13
0,100000000,4
1,100000000,5
0,100000000,4
1,100000000,3
0,100000000,4
1,100000000,3
0,100000000,4
1,100000000,3
0,100000000,5
2,100000000,9
1,100000000,14
0,100000000,0
9,100000000,1
8,100000000,9
10,100000000,3
4,100000000,0
7,100000000,0
1,100000000,0
3,100000000,3
5,100000000,0
6,100000000,1
2,100000000,6
0,100000000,4
1,100000000,3
0,100000000,3
1,100000000,13
0,100000000,3
1,100000000,13
0,100000000,3
1,100000000,13
0,100000000,2
1,100000000,10
0,100000000,3
1,100000000,13
0,100000000,3
1,100000000,13
0,100000000,3
1,100000000,13
0,100000000,4
1,100000000,6
0,100000000,8
1,100000000,16
0,1000000000,1
1,1000000000,5
0,1000000000,7
3,1000000000,1
1,1000000000,6
2,1000000000,20
0,1000000000,7
3,1000000000,1
1,1000000000,6
2,1000000000,20
0,1000000000,1
1,1000000000,5
0,1000000000,7
3,1000000000,1
1,1000000000,6
2,1000000000,20
2,1000000000,2
1,1000000000,2
5,1000000000,3
4,1000000000,5
3,1000000000,3
0,1000000000,2
0,1000000000,9
6,1000000000,0
7,1000000000,1
1,1000000000,2
5,1000000000,5
3,1000000000,4
2,1000000000,8
4,1000000000,9
0,1000000000,2
9,1000000000,2
3,1000000000,1
7,1000000000,1
1,1000000000,0
6,1000000000,7
2,1000000000,1
5,1000000000,7
8,1000000000,7
4,1000000000,9
0,1000000000,2
9,1000000000,2
3,1000000000,1
7,1000000000,1
1,1000000000,0
6,1000000000,7
2,1000000000,1
5,1000000000,7
8,1000000000,7
4,1000000000,9
0,1000000000,1
1,1000000000,5
0,1000000000,1
1,1000000000,5
0,1000000000,11
0,1000000000,1
1,1000000000,5
0,1000000000,7
3,1000000000,1
1,1000000000,6
2,1000000000,20
0,1000000000,2
7,1000000000,0
3,1000000000,5
1,1000000000,4
4,1000000000,2
2,1000000000,4
5,1000000000,3
6,1000000000,8
8,1000000000,12
0,1000000000,1
1,1000000000,5
0,1000000000,7
3,1000000000,1
1,1000000000,6
2,1000000000,20
2,1000000000,2
1,1000000000,2
5,1000000000,3
4,1000000000,5
3,1000000000,3
0,1000000000,2
0,1000000000,9
6,1000000000,0
7,1000000000,1
1,1000000000,2
5,1000000000,5
3,1000000000,4
2,1000000000,8
4,1000000000,9
0,1000000000,2
9,1000000000,2
3,1000000000,1
7,1000000000,1
1,1000000000,0
6,1000000000,7
2,1000000000,1
5,1000000000,7
8,1000000000,7
4,1000000000,9
